track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_length
7gSQv1OHpkIoAdUiRLdmI6,0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,4,178.36
3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,4,252.533
1CtAzw53AIXKjAemxy4b1j,0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,4,255.68
7HKxTNVlkHsfMLhigmhC0I,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,4,212.227
06dAFXkgM2OGAkGS3CxpEm,0.673,0.526,2,-15.157,0,0.0527,0.0391,0.00313,0.0443,0.851,90.67,4,325.067
2DyHhPyCZgZzNXn1IrtsTu,0.519,0.934,7,-7.137,1,0.0471,0.000312,0.00457,0.137,0.586,138.162,4,201.867
6xB4miwHVN7dMTS9ZEG9Dh,0.488,0.584,0,-10.09,1,0.0253,0.0016,2.84e-05,0.17,0.432,88.046,4,314.629
6i9dZZQWNB06HKsQYKTiPF,0.567,0.559,9,-10.175,1,0.0288,0.00888,0.00131,0.0764,0.898,127.227,4,280.636
2wUlYDGGXlSvm2NkGj0Qio,0.682,0.742,11,-7.595,1,0.0492,0.135,0.209,0.0979,0.356,130.033,4,294.773
4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4,288.533
0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,4,171.267
4ReyTz0y3TGkX48wO3Llot,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4,293.653
4SRAf6doXKEuMJxrHB8ILC,0.523,0.529,0,-10.338,0,0.055,0.368,1.49e-06,0.0733,0.682,205.314,4,218.16
7cLkQkC9Z7hnN767rfRl5G,0.818,0.768,9,-6.975,0,0.0482,0.289,4.73e-06,0.107,0.922,121.562,4,242.667
4z8D58IC56O0JH2B818SkX,0.791,0.7,11,-6.96,1,0.0297,0.201,0.000312,0.0562,0.8,120.741,4,279.067
4V5Pz6kZKZLrRIe0TGLWM6,0.294,0.602,7,-10.812,0,0.0567,0.149,0.487,0.108,0.146,136.557,4,371.067
7okgHIUFcvQUJr3akbGBlC,0.344,0.5,5,-9.732,0,0.0315,0.00718,0.2,0.115,0.38,120.306,4,295.107
5uu1f3MppcpOKP1hKnVCt4,0.408,0.791,11,-10.16,1,0.0327,0.00114,0.163,0.105,0.867,90.005,4,262.267
1nNfE3jM6ygHpizMMNc7p0,0.642,0.576,5,-9.378,1,0.0352,0.0534,0.0393,0.11,0.55,100.408,4,286.867
0q2OorCAZUdOfNmp67vn9h,0.484,0.78,10,-12.792,1,0.0388,0.0376,0.00537,0.219,0.47,137.764,4,238.76
1lcPEcnh4Y1NaKv1X4u259,0.418,0.771,7,-13.459,1,0.0469,9.28e-05,0.0384,0.283,0.374,128.11,4,243.973
4WWGweJ80xJ0FzcZT4fPH6,0.407,0.558,7,-15.402,0,0.0316,0.00798,0.0113,0.111,0.451,115.582,4,250.8
0BqnOrnZkT80SNgIob8hz9,0.401,0.908,9,-10.731,1,0.0658,0.000768,0.0045,0.131,0.631,103.729,4,191.2
3L3Fn7XWGHGOfWVanHvYqK,0.287,0.621,0,-11.294,1,0.0797,0.0891,0.0285,0.0833,0.246,123.951,4,353.0
2NjGMv0X9wWTVvNz276HoE,0.277,0.652,2,-9.569,1,0.0533,0.048,0.047,0.119,0.19,117.748,4,490.893
1kP5zszoYhelOFfNpY61qS,0.31,0.743,5,-14.213,1,0.0675,3.34e-05,0.32,0.545,0.506,135.605,4,313.84
4GoOUxJBBN0ZHGwcgwOd3E,0.271,0.897,11,-12.604,1,0.327,0.000177,0.305,0.37,0.382,105.34,4,419.133
2wE6coS7hZNPJnfxA1TKsJ,0.572,0.622,5,-10.479,1,0.03,0.161,0.142,0.121,0.353,120.356,4,240.533
6DJglFly4sOPbtzNg2naUo,0.272,0.506,0,-11.752,1,0.0311,0.0165,0.33,0.0676,0.262,129.478,3,319.693
3HVOuGrTwGAl6k3Ifr63tB,0.303,0.409,0,-13.182,1,0.0355,0.228,0.00974,0.0719,0.144,107.737,4,352.36
3tJT8uPdXq2pGB2OoqVtPD,0.352,0.515,0,-11.623,1,0.0346,0.179,0.526,0.315,0.163,111.287,4,256.907
58QJnrTMtAWubppUFDAtpR,0.16,0.93,7,-10.14,1,0.263,0.00104,0.0387,0.85,0.457,176.502,4,195.867
0JEomOBpnQCCOiNeYA3nHk,0.277,0.755,2,-10.654,1,0.0545,0.0025,0.00976,0.0785,0.431,131.527,4,327.773
5W1wEkpzoGWivVJBFIYi8v,0.318,0.871,11,-9.172,1,0.0369,0.00047,0.833,0.34,0.511,98.588,5,253.067
3WuG6JfzTUHTKwvvKT51zI,0.302,0.602,5,-9.122,1,0.0374,0.227,0.00355,0.171,0.365,145.995,4,207.893
2dcskJYRu9mMVPpAGJl3Er,0.253,0.701,9,-10.156,1,0.0432,0.00126,6.48e-05,0.266,0.614,144.993,4,208.467
0ltUsBuPjEWhMjobZoXV4h,0.264,0.878,9,-8.329,1,0.0565,0.00762,0.0399,0.228,0.655,112.595,3,181.467
6COi71iplerESLBJ4uglKT,0.229,0.491,0,-10.434,1,0.0341,0.169,7.62e-05,0.3,0.292,145.975,4,200.8
23rCTwH7bcU6ZyWovqmxeQ,0.248,0.649,2,-8.348,0,0.048,0.0542,0.0021,0.129,0.247,110.646,4,206.96
73ZmM0UGUIRwnJWz90zF6L,0.394,0.589,0,-9.378,0,0.0397,0.0626,0.0111,0.0941,0.16,122.594,4,304.173
0hogsHMa0ghYTF5Rp0Edos,0.11,0.845,2,-8.152,1,0.0882,0.0303,1.83e-06,0.104,0.426,196.013,4,159.227
215wUTQQUo2PElJFEFoB0d,0.442,0.745,2,-8.623,0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,4,252.24
1N2cgzevzZrippQ1VLTsVD,0.202,0.527,0,-10.527,1,0.0481,0.257,4.11e-05,0.321,0.144,131.941,4,277.133
3WrjbE6biDbu8x8g6FqhMR,0.113,0.559,4,-9.042,1,0.0361,0.191,0.909,0.117,0.0828,67.844,4,75.533
0nbr2E39JgYENQujVgryDG,0.508,0.52,11,-7.39,0,0.0294,0.0519,1.17e-06,0.0842,0.294,126.63,4,178.267
0VQ0n5gMgJLNixG8BfWBT5,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,3,230.533
0VcGH4AwcnIQnzCVNCt6go,0.514,0.634,0,-7.902,1,0.0373,0.0391,0.0,0.146,0.443,86.445,4,187.533
0iU6UUO2delBuXWUZ5utfT,0.583,0.811,4,-7.416,0,0.0638,0.0942,5.01e-06,0.123,0.712,124.05,4,189.907
3OAB48J73siRuhknWhjd4D,0.49,0.441,9,-8.21,1,0.0301,0.176,1.04e-05,0.472,0.247,130.632,4,251.333
7aROycQXwtu4Mt9e0hht6X,0.571,0.72,9,-7.428,0,0.0326,0.0374,9.84e-05,0.111,0.393,109.857,4,216.493
4wyZlmAjA35jnxV1cdOs8Z,0.422,0.746,2,-7.65,1,0.0453,0.0996,0.0,0.0931,0.471,101.343,4,197.76
162drVzkAebcAEs0sTD7j7,0.666,0.754,5,-6.498,1,0.046,0.0161,2.59e-05,0.57,0.501,117.441,4,193.0
5NTXSTiAVQvEha2N3Jyx85,0.393,0.655,7,-8.576,1,0.0352,0.0267,0.00524,0.166,0.398,141.847,4,281.04
45L2gzjR3EoezZOTUhVhUS,0.428,0.81,9,-7.244,1,0.0367,0.0371,2.82e-05,0.47,0.453,140.605,4,214.76
2ec2PuewSVcTL0TvBpfqav,0.719,0.405,5,-14.065,1,0.0733,0.139,0.0,0.0447,0.654,131.634,4,196.267
5hxRkEraZo3mpKPSmkHBWF,0.406,0.678,0,-7.507,1,0.0383,0.0123,3.4e-05,0.391,0.376,145.02,4,211.933
0IMa3orUBoA5ZwVSvIQI2T,0.339,0.417,9,-8.172,1,0.0288,0.294,1.42e-06,0.102,0.105,144.476,4,304.907
7Das7AsS0EP4zKU4Fkw0Ja,0.428,0.826,2,-8.159,1,0.0602,0.0219,8.27e-06,0.252,0.545,122.132,4,289.027
5nrgyqDkpzvs9iM9cnycc2,0.546,0.811,2,-7.316,1,0.0551,0.02,0.000137,0.0759,0.641,144.031,4,180.36
4UOiGyF68i1SAbQ73kMKMV,0.181,0.791,0,-7.244,1,0.0696,0.145,0.065,0.764,0.134,190.891,3,222.707
5nQKqBr8QJOEWy2syiJ1AI,0.32,0.935,2,-7.122,1,0.0607,0.000486,9.51e-05,0.262,0.596,166.695,4,184.733
0MnYAlMPLGIPg1UXRl8pSK,0.315,0.13,0,-14.966,1,0.0332,0.982,0.729,0.195,0.474,127.142,4,38.907
5CYCG5V1IR7pXl645L7g5F,0.395,0.46,7,-7.76,1,0.0269,0.063,7.97e-06,0.221,0.238,180.838,3,166.467
5AD7oNm0kvWIXxW3vy0z2a,0.398,0.856,9,-7.733,1,0.0935,0.0244,9.47e-06,0.169,0.758,178.672,4,172.56
1QB2rpBB6SKjtdjn2J9e6Y,0.48,0.503,5,-6.563,1,0.0342,0.13,0.0,0.072,0.313,122.569,3,222.373
4DEJkhYAhCTWfwlrMEfwNC,0.262,0.522,4,-6.781,1,0.0316,0.406,3.8e-05,0.185,0.0664,137.23,4,347.147
5LyFTf7KMD3CsRA7B5gzEm,0.503,0.889,0,-8.447,1,0.0826,0.00476,0.000759,0.67,0.472,119.289,4,265.0
6yUZWvsKbRg8NWMYgmXVyg,0.437,0.965,7,-6.82,1,0.137,0.028,0.000178,0.318,0.332,166.452,4,218.52
6ALda4rojQpV0r5gVhEzFO,0.335,0.634,0,-7.087,1,0.0348,0.264,0.0,0.162,0.237,132.177,4,229.947
20ai3uWFuWgutSWA8MRG50,0.446,0.922,4,-6.945,1,0.0589,0.00613,2.24e-05,0.258,0.597,132.884,4,316.0
0T03uZzCojELa1LhkFUYXo,0.485,0.957,0,-6.547,1,0.0504,0.00118,5.64e-05,0.567,0.347,129.352,4,252.853
4OeclcytiY9IUZhENy71YI,0.355,0.979,9,-6.121,1,0.1,0.000903,0.000292,0.136,0.373,190.566,4,200.56
11dyjNhOayG2veK7bj3baU,0.442,0.836,7,-6.661,1,0.0553,0.0424,1.6e-06,0.295,0.189,139.17,4,328.493
4tGLhs3ZGaNmWr2vG2tCAD,0.494,0.819,9,-6.953,0,0.0422,0.00979,1.72e-05,0.0505,0.551,99.829,4,300.827
5nFpF7jUbVnnDMXIu65aoh,0.377,0.677,6,-6.784,0,0.0929,0.367,0.000809,0.0937,0.63,146.126,4,259.933
4PqGEhQlHBczN9hBbui8eY,0.431,0.598,7,-7.406,1,0.0288,0.338,0.000129,0.131,0.476,132.392,4,386.107
5RKQ5NdjSh2QzD4MaunT91,0.505,0.754,4,-7.435,1,0.0366,0.132,0.0,0.204,0.51,119.204,4,249.6
28pcc7qhdvpFVElCXTgBXF,0.425,0.94,2,-9.014,1,0.107,0.0195,0.000112,0.317,0.322,166.063,4,218.893
3ZBzJbqwV2gQUAe4ofghOo,0.686,0.827,0,-5.738,1,0.0321,0.134,5.03e-05,0.126,0.854,147.623,4,211.96
3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,4,263.04
3MtP9T0WF4xbIo8vqHYeXM,0.752,0.445,4,-12.725,0,0.0338,0.5,0.0,0.0912,0.964,106.283,4,164.173
46qpQWRt75ZlVPLtlwQvty,0.704,0.606,5,-8.752,1,0.104,0.254,8.29e-06,0.168,0.74,95.287,4,147.627
6pul7BJkKcVHIewzPLW2rc,0.53,0.63,2,-8.041,0,0.0516,0.757,0.00381,0.103,0.766,111.183,4,138.267
2xzkL3dpSiq5Wft9IjM5q4,0.782,0.525,9,-7.118,0,0.0308,0.0532,0.000978,0.096,0.845,118.988,4,148.387
7r3Hwig1mvtlVq0ZbJ09Wb,0.784,0.433,1,-9.1,1,0.0376,0.299,0.00016,0.0248,0.917,113.491,4,153.298
4gRA0i5sxx3jAhHaVjPnUN,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,4,228.327
5gys5nzVQIYhgHIfiOJYva,0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81,4,239.68
0udUxLibGsKop4rlmBaVsi,0.641,0.894,7,-5.108,1,0.0284,0.273,0.0,0.409,0.926,131.079,4,196.24
2yPwtdt2XRhkPn7t1EVfJB,0.367,0.593,2,-10.194,1,0.0308,0.104,6.21e-05,0.409,0.667,81.288,4,186.41
60iNCdO3iDf3YcMb63yPck,0.509,0.481,2,-9.14,1,0.0267,0.241,0.0,0.0876,0.288,72.121,4,304.533
7fPXqb7yuGbSl0ZM3EddHx,0.751,0.852,9,-4.904,1,0.0295,0.0365,0.0,0.11,0.939,116.542,4,205.16
0cO7JEo8deKuQMWpDyjenY,0.463,0.629,2,-7.075,1,0.0269,0.0524,0.0,0.176,0.459,81.797,4,221.387
4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4,215.672
6GETCaMrDCu3uFe2TMkyGA,0.8,0.544,2,-10.02,0,0.0285,0.359,0.00324,0.108,0.713,99.952,4,204.707
2LXISHBkx8FyoxCBkckh19,0.655,0.431,2,-15.18,0,0.032,0.343,9.5e-06,0.0711,0.941,124.588,4,357.042
3c8JemHol1XwFFruXQxjCO,0.496,0.368,4,-15.194,1,0.0338,0.46,7.54e-05,0.311,0.628,128.331,4,152.227
3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,4,178.333
1qfDfZAvrkSAFrAR2FTQDv,0.731,0.312,4,-14.939,0,0.0878,0.593,1.69e-06,0.111,0.578,82.366,4,121.08
4zTdOT6HTlEQky3w5cNx0Y,0.957,0.381,0,-9.774,0,0.0366,0.127,0.000258,0.0938,0.653,112.143,4,216.44
4lH451AAXQD0s8r4mIOsRw,0.587,0.38,0,-8.912,0,0.0251,0.733,8.76e-06,0.393,0.638,85.214,4,146.693
3c2kMiSB86tVq1J4oULmvL,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,4,151.289
3wEjaj63quGasYmMwSv2v0,0.838,0.381,6,-11.133,1,0.0339,0.331,0.00042,0.0358,0.858,89.563,3,146.307
4Oq0AUVncfWa2rD0idz6oV,0.404,0.839,8,-8.136,1,0.0333,0.0552,0.0,0.139,0.786,169.544,4,278.68
3IvTwPCCjfZczCN2k4qPiH,0.582,0.214,1,-17.83,1,0.0315,0.767,2.07e-06,0.122,0.515,72.794,4,190.066
45XIUwIP5Gu3W9AqA6u9l9,0.521,0.642,3,-11.382,1,0.043,0.252,0.0,0.0504,0.87,92.355,4,180.56
1bElCb3PUzvfpxEPCA6fmY,0.762,0.358,9,-14.903,0,0.0367,0.838,0.0427,0.193,0.9,120.79,4,175.107
31A3oqQxDLdG9HRx45z62d,0.602,0.684,7,-8.021,1,0.029,0.103,0.0,0.175,0.961,133.0,4,158.2
2Y3x5VcEAxLNmVHxQOE0jB,0.778,0.399,1,-8.984,1,0.0858,0.0751,0.835,0.103,0.321,137.305,4,67.72
1XPj5quoeV5Gd0paSUDpvm,0.572,0.365,4,-7.583,0,0.0276,0.88,0.0,0.125,0.41,96.022,4,165.733
5v6BCEvqciaOrfxvF4pcEQ,0.839,0.416,5,-7.237,1,0.0284,0.901,0.338,0.0949,0.765,95.98,4,131.276
5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,4,230.76
3bNv3VuUOKgrf5hu3YcuRo,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,285.24
0rOwJQltTb7QrcW36nphAN,0.489,0.763,0,-7.361,1,0.0492,0.00591,1.22e-06,0.99,0.323,115.844,4,183.947
077OhUjy58qkjscrXjW696,0.571,0.198,7,-16.919,1,0.0294,0.435,0.125,0.262,0.326,129.024,4,96.56
5OFi9CIyD6s1oENyHapK2W,0.292,0.454,9,-14.89,1,0.0316,0.371,0.509,0.719,0.105,150.916,3,255.547
2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,4,252.773
3IV6G888WEMmw8sYqTkxiR,0.583,0.392,0,-10.164,1,0.0262,0.631,9.79e-06,0.143,0.585,109.374,3,240.96
2tT6mzIeQG2tAFIMTwR6DV,0.476,0.227,10,-13.947,1,0.0389,0.666,0.000397,0.115,0.651,164.179,3,143.6
0vOHWx4itwA0pQeWromAAx,0.584,0.404,11,-8.598,1,0.0456,0.863,0.00579,0.103,0.635,197.878,4,175.493
5a7MolmvY1NVSrSfzQrTJQ,0.814,0.772,6,-10.95,0,0.0329,0.363,0.489,0.123,0.959,104.048,4,127.387
0kSCJvyw60zHH58iG1cLXD,0.684,0.679,0,-8.891,1,0.0255,0.00448,0.00832,0.112,0.783,116.603,4,164.333
2seqsVYFO7vHMPWIrAYSSf,0.688,0.778,0,-7.05,1,0.0258,0.523,0.0408,0.0545,0.973,96.46,4,210.507
3h9T2wLTy4FEKulLDkUjlX,0.73,0.285,11,-15.103,0,0.0319,0.877,0.0126,0.137,0.284,107.14,4,330.747
7n3kGSVCx32nesO6xfSmrW,0.62,0.438,0,-12.288,1,0.0287,0.505,0.164,0.234,0.619,114.572,4,181.307
4ZNcd1iiFpRe1OoTVXPqgy,0.767,0.66,0,-9.223,1,0.0381,0.0928,0.00596,0.0494,0.839,137.655,4,194.827
2rLnM6RGAdRAcVeIOXhnAg,0.685,0.526,9,-8.849,0,0.03,0.0313,0.395,0.11,0.455,114.992,4,283.013
6HKx5ERVgH7NYmYo9iAlMH,0.816,0.547,7,-10.115,1,0.0336,0.0937,0.00548,0.0759,0.97,117.163,4,294.053
5Kp0YrDat1sUhqaJ6MSwvg,0.662,0.94,3,-8.623,0,0.0747,0.162,0.0637,0.0366,0.777,127.355,4,110.747
0dSxQIAUGw75lq0x06ig8J,0.648,0.209,11,-17.686,0,0.0453,0.171,0.698,0.0749,0.833,112.613,4,267.187
38bw7l15N831T7TZWMVrPA,0.342,0.0555,1,-20.257,1,0.0333,0.785,0.000919,0.111,0.075,152.821,4,138.16
4cE2duTd0g33sAZaFsUyji,0.583,0.758,0,-9.181,1,0.0279,0.0187,0.023,0.0603,0.854,79.35,4,181.853
7G22MoDLnHR8A4z9Dcwt3J,0.538,0.345,2,-16.968,1,0.0344,0.714,0.00142,0.0574,0.869,128.671,4,165.667
5fD8SHH9To5PLyx3jFdtKt,0.645,0.18,9,-14.654,0,0.0307,0.718,0.000122,0.0642,0.154,126.106,4,321.28
6BmG6l1nLovI9Q2ZlD0oU8,0.65,0.344,7,-13.53,1,0.0258,0.661,0.0553,0.372,0.51,138.265,4,224.667
3vXb9lf4z9fIWe4onGWdGl,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,4,217.573
6HmcHhVFsbeiXCl93wHm0h,0.693,0.536,11,-12.009,0,0.0372,0.395,0.000591,0.0403,0.867,118.38,4,218.853
7BeycceSkmxbvSKtxIdRw0,0.688,0.568,0,-8.74,1,0.0279,0.1,0.00162,0.119,0.384,124.515,4,195.026
3ltp7aRqgUdXIp9OaYQZjZ,0.591,0.775,8,-7.419,1,0.0339,0.0331,0.0552,0.102,0.908,74.171,4,163.482
4arKPsDN68HpKzwWLuca9B,0.543,0.537,9,-8.884,1,0.0239,0.0582,2.2e-05,0.11,0.68,147.518,4,190.378
2A07z3XR3vRSp9igqW6iWF,0.606,0.557,4,-8.633,1,0.0237,0.0843,7.52e-05,0.103,0.643,105.711,4,202.674
1A4atcphOI8vxrgp1YJjuf,0.618,0.686,10,-9.926,1,0.0283,0.0351,0.0143,0.199,0.727,131.812,4,267.034
3ZeUDJ3c0rUZFOcXrKGArB,0.503,0.438,1,-11.448,1,0.026,0.176,0.00278,0.12,0.561,166.204,4,249.995
1XulvzEP0hXQ5OrPhrzXuQ,0.694,0.602,9,-9.575,0,0.0266,0.111,0.007,0.111,0.842,113.87,4,251.573
5JNOmrqg6hee3mtWMwYMPN,0.715,0.637,6,-8.948,0,0.0346,0.349,0.00163,0.0761,0.657,140.083,4,158.535
0Fb7NBbIRP7Z6SV3BzMvhM,0.659,0.625,10,-9.043,1,0.0424,0.521,0.0137,0.0928,0.859,153.188,4,226.314
1MagANszakeiDxzQjEPjD5,0.464,0.442,5,-8.842,1,0.0315,0.232,1.21e-05,0.0493,0.365,142.13,4,291.092
1NI2i1BjKiVrEYCC0WTug4,0.751,0.467,5,-9.295,1,0.0314,0.468,8.8e-05,0.0511,0.935,118.159,4,259.267
41tJM6A0L02Rw6JSS5iThp,0.688,0.568,0,-8.74,1,0.0279,0.1,0.00162,0.119,0.384,124.515,4,195.026
3pecdrUzTZjaqrw6iCLTvd,0.66,0.806,2,-8.01,1,0.0324,0.00332,1.4e-05,0.0986,0.944,122.041,4,253.253
1Hbt85xcqJz5QmZOxCfCSS,0.513,0.35,7,-14.043,1,0.0265,0.428,7.06e-06,0.154,0.342,89.549,4,200.467
257YFNPcDJUp8c7v1q8hPp,0.464,0.332,11,-12.215,0,0.0323,0.819,0.000128,0.131,0.395,79.587,4,156.307
2zYCip88nwoF96SC7WEjJm,0.699,0.741,3,-8.488,1,0.0329,0.337,0.108,0.065,0.864,125.698,4,225.035
5hb92JsDZjB3PuysBhwTAS,0.49,0.529,0,-10.946,1,0.125,0.0212,0.0,0.243,0.856,128.155,4,115.173
0i8s3YyZjFcJoV41GxZjhg,0.585,0.655,9,-7.673,0,0.0281,0.321,2.77e-06,0.0708,0.821,106.113,4,243.827
0b2bsYKWKnt4ypdpBxX3wi,0.545,0.514,9,-7.78,1,0.0274,0.789,0.00021,0.117,0.377,108.888,4,174.4
2S7hH8gCuwlqL8vqia3eJp,0.696,0.522,9,-13.219,0,0.0393,0.685,0.195,0.166,0.881,156.478,4,181.093
04ijIUVdT4Qy1SBWFUPROY,0.695,0.503,1,-12.91,1,0.0361,0.111,0.0134,0.0996,0.969,124.113,4,236.533
7i3xpu7SFWvzhGa9AZyySR,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,4,257.869
60q6TXEMst3hzZSbF4Sy2G,0.758,0.394,11,-12.577,0,0.0304,0.504,0.00604,0.0932,0.744,124.404,4,233.933
7GtDopackctdQEcopRHJ64,0.757,0.286,1,-14.962,0,0.032,0.697,0.00277,0.0718,0.715,97.194,4,180.107
23TcFJ0XSv7jugzpucHNW7,0.908,0.371,4,-14.792,1,0.0562,0.86,0.102,0.102,0.761,111.775,4,191.947
1XowbeLc27U22ao4MgJKO0,0.651,0.556,5,-11.682,0,0.0561,0.145,0.000554,0.156,0.669,92.211,4,201.987
1umKrwGtLeRLd9InuebzP0,0.424,0.837,8,-9.941,1,0.154,0.447,0.027,0.152,0.659,104.641,4,174.0
2ZuDniWrEbHffuJ432Qtiz,0.543,0.419,7,-14.309,1,0.0437,0.361,3.53e-05,0.248,0.774,99.821,4,173.627
3pBj4EcASvEBCNNUXaf7Sv,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,4,223.733
4DsFdZmkVhYjMAfEFctvqg,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,4,222.4
7wCabI9ZagFGhrmfbjyCg8,0.644,0.714,0,-11.219,1,0.0373,0.329,6.81e-06,0.0613,0.717,94.623,4,233.613
5Y5du84wNM20ZZ0DP5GjGu,0.609,0.489,9,-11.079,0,0.0416,0.0557,0.000955,0.0682,0.416,111.038,4,242.88
4EcM86vNf0QIOGkpf4O0UP,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,4,221.053
02jrZxFA2nMEweoUc5UvX3,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,4,247.133
0CVjLzGpvCSrzw1UljQILr,0.188,0.201,2,-14.525,1,0.0357,0.915,0.962,0.394,0.0347,110.191,4,266.724
0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,203.347
2wzOmiSpq2WlsN6x4XkLcs,0.613,0.538,6,-6.333,1,0.0304,0.471,1.35e-06,0.138,0.484,122.652,4,151.493
7JJKXHeclWfWn4Hq5ofxjI,0.488,0.154,4,-15.885,1,0.0355,0.877,0.0,0.134,0.346,79.111,4,89.067
3vVT1iYYx38MIbKxRtFdGD,0.43,0.473,10,-12.208,1,0.0491,0.397,0.0,0.137,0.633,154.721,3,166.067
7qpuECko60EoztznowMWj1,0.624,0.388,4,-8.465,1,0.0242,0.336,0.0,0.0918,0.445,85.925,4,180.133
3GurPCntk4pGks9vSeVnlR,0.521,0.879,7,-5.269,1,0.0302,0.0234,0.715,0.182,0.917,122.675,4,164.4
6Wux9SSXcUdgwG7TItGTJz,0.658,0.852,7,-9.058,1,0.0493,0.00567,0.000484,0.341,0.73,92.346,4,248.491
7Kszjzps0xbQXyo1pO4KfE,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,331.36
6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,4,234.56
3SmPl0CGxvvkQCrTv7edEE,0.665,0.899,6,-7.75,1,0.0877,0.303,2.21e-06,0.445,0.873,165.16,3,299.427
1GEOSS415bZVHNuXWlCT6b,0.578,0.15,7,-17.335,1,0.0334,0.243,0.00707,0.0825,0.12,135.22,4,334.893
0ESdtt9cjGZUkUbaubSrv2,0.638,0.0811,7,-22.646,1,0.0335,0.879,0.00313,0.314,0.0503,109.154,4,167.24
5yMyLZu4wPvWcbLFiRhYVM,0.501,0.338,11,-19.12,1,0.0395,0.187,0.868,0.514,0.106,95.942,4,127.83
3xGJuHvSxFJxxYlHj5BIoT,0.615,0.55,11,-13.858,0,0.0349,0.0546,0.19,0.747,0.549,95.488,4,209.957
66YHxyGAUGjMBDdrDlWIMD,0.315,0.218,0,-15.215,1,0.0728,0.305,0.0012,0.226,0.156,175.868,4,216.8
3QEWEv1tvHmVgsT5THpGDn,0.324,0.11,9,-19.78,0,0.0351,0.0847,0.777,0.621,0.0393,123.534,3,255.934
5A7eooPKJHtr0UJmatjH4a,0.653,0.472,2,-14.797,1,0.0353,0.0554,7.69e-05,0.397,0.448,102.558,4,74.411
0ZXkKRO789QKBR6ME7pIDF,0.472,0.0118,2,-31.734,1,0.0397,0.783,0.799,0.247,0.0698,102.949,4,73.43
7F02x6EKYIQV3VcTaTm7oN,0.587,0.302,0,-14.976,1,0.0293,0.223,0.00216,0.128,0.19,112.46,4,278.441
5HAjss9faCAowGY8dM24r6,0.307,0.0742,9,-27.159,0,0.0359,0.72,0.315,0.11,0.0394,118.682,4,161.595
2gTnu5RZNVFVnWdjLnyUA5,0.251,0.148,0,-21.056,1,0.0432,0.713,0.432,0.106,0.0569,206.542,4,203.361
7FCiDC7ojdm19CJePq6QAe,0.179,0.162,4,-22.191,0,0.162,0.678,0.022,0.119,0.0869,34.821,4,93.356
4TUStFzBGQqn0GrkzVWFV4,0.33,0.283,0,-15.971,1,0.061,0.575,0.0947,0.235,0.287,157.963,4,87.207
