track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_length
5VGeBK9nug7dtoCLTWtvw0,0.539,0.691,2,-13.07,1,0.0436,0.0976,0.744,0.934,0.888,107.135,4,125.507
1NpgIHMeGd02783pZ1iCSj,0.807,0.501,1,-12.117,1,0.0886,0.528,7.36e-06,0.0517,0.632,110.494,4,98.68
4J2Z0RTm5YapK33YBhJyMG,0.51,0.351,9,-13.567,1,0.0645,0.472,0.0,0.118,0.806,73.957,3,115.613
7kYIMKSzBwvggLcVOXzJZy,0.371,0.25,5,-15.14,0,0.0314,0.842,0.0063,0.115,0.335,103.235,4,174.96
2BcMIA1oRqG7tDbSEPBCtt,0.725,0.562,4,-9.434,1,0.0684,0.777,0.0,0.0784,0.971,90.408,4,139.673
2VAnxfMBdgj0DvvwPFFPdF,0.632,0.733,10,-9.825,1,0.0455,0.551,4.52e-06,0.132,0.924,138.491,4,134.543
0ZaNol6oaRrnOvlFibUYmh,0.383,0.489,7,-12.587,1,0.0392,0.52,0.725,0.285,0.967,182.025,4,120.467
3tNyFKxcFszV0TiDDJsYVx,0.333,0.338,3,-15.48,1,0.0278,0.783,0.000116,0.11,0.627,78.662,4,271.573
7KPZnDTRHP1dD7HYv1FcmH,0.586,0.25,7,-15.206,1,0.027,0.698,0.00229,0.561,0.594,85.914,4,189.88
5nP6bZZpeT9hbtvePmy9ko,0.643,0.729,0,-10.231,1,0.0297,0.674,7.99e-06,0.173,0.963,135.29,4,169.32
3GCXXFJWf8Ey0xG7ZnBH5V,0.288,0.797,0,-7.806,0,0.0562,0.109,0.00686,0.146,0.198,128.08,4,322.373
06kKiG87ry1P3efS32JzEN,0.624,0.655,5,-6.54,1,0.0337,0.731,5.04e-06,0.271,0.664,128.383,4,177.707
6juTjBJyQbMIiBBcCHqWod,0.504,0.666,0,-8.348,1,0.0492,0.35,0.00245,0.178,0.411,123.345,4,182.4
6GnfPrsgztUusXiZ0sEHkb,0.627,0.816,2,-5.801,1,0.035,0.0325,0.00113,0.341,0.653,126.028,4,339.987
470XTVlmy249Ykai1rNEO8,0.366,0.626,5,-6.949,1,0.0419,0.399,0.000334,0.171,0.629,199.475,4,208.587
7sq4Ch518AOFD7EuBqCwC1,0.571,0.783,2,-9.766,1,0.0573,0.179,5.88e-05,0.0908,0.532,134.197,4,236.573
04DjDVRF6XJYihg6Vh5UEq,0.572,0.743,0,-9.141,1,0.0463,0.0319,0.0,0.0961,0.659,117.385,4,242.373
4HtYBaGWf53BLfjfBSchnd,0.646,0.58,3,-10.683,1,0.0335,0.478,0.0,0.141,0.753,112.89,4,227.36
6jKcmgac1pj1iaqBPsF3rF,0.28,0.715,2,-4.787,0,0.029,0.00247,2.04e-05,0.0388,0.738,107.162,4,215.027
43FVOV48LHhXOhZ0t5picb,0.369,0.759,9,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281,4,193.56
2ZihmClZhqVzqf0kF5Qkdh,0.401,0.843,11,-8.876,0,0.0587,0.0421,0.869,0.127,0.908,149.229,4,213.773
5631mk9iLBe2y6adelMpcF,0.529,0.594,0,-10.462,1,0.0393,0.557,0.00591,0.154,0.825,145.273,4,189.053
6iNFe16r5xPX9ltRdSZXmx,0.431,0.682,2,-10.266,1,0.0314,0.0544,0.00323,0.142,0.7,122.305,4,302.493
0j0ZnGtPwkGTxjNCu0xMt8,0.674,0.188,9,-21.337,1,0.497,0.242,0.0163,0.0434,0.796,181.126,4,209.867
5UlG3lpb5THZeoCGttMA4o,0.419,0.295,4,-17.587,1,0.0261,0.416,0.368,0.167,0.289,77.702,4,298.0
1O0ixTfIY6h0RL9jzv8eVz,0.619,0.722,0,-13.424,1,0.0448,0.199,0.00041,0.347,0.729,143.426,4,268.76
6dPYAT9h4kpyQ5ZSuQoT7P,0.752,0.351,4,-17.069,1,0.0379,0.572,0.00266,0.0604,0.961,91.436,4,212.267
79VeANoYZxLlKT28gpyELC,0.666,0.405,7,-11.359,1,0.0273,0.428,0.000133,0.123,0.312,118.232,3,264.2
2eLHYrhAGWKUgjOVMYfGFb,0.35,0.462,0,-12.792,0,0.0373,0.488,0.000721,0.247,0.538,165.503,3,259.893
58h0MVMTkdPhX9ZS4coTGA,0.466,0.409,0,-13.603,1,0.0265,0.71,0.00608,0.0982,0.428,82.999,4,294.64
50yopXvPA1J8zVFK4rtKvY,0.566,0.292,9,-15.672,1,0.034,0.778,0.49,0.266,0.61,162.048,3,292.96
6lo2rArC23r2qdlb402dSu,0.482,0.298,0,-13.384,1,0.0284,0.76,0.00022,0.1,0.268,113.456,4,163.653
2lTJk0gwd3dHK0sjCtuyFM,0.544,0.464,7,-12.17,1,0.0288,0.03,0.082,0.0921,0.329,119.077,3,279.12
45EROHopO6EmKZxIhSbDXl,0.781,0.428,2,-14.955,1,0.0324,0.335,0.0742,0.0796,0.936,88.263,4,252.707
4hbWFM73UKLcchIqHfndKC,0.678,0.241,7,-19.014,1,0.0282,0.871,0.0175,0.0873,0.713,85.841,4,210.293
3gtpabb66yhMdd0AMUEJ1y,0.52,0.369,0,-16.036,1,0.0339,0.423,0.0348,0.0977,0.378,76.752,4,224.893
4dqxbE4dyqNdOKtGOAQ5V4,0.737,0.898,0,-4.792,1,0.0274,0.081,5.71e-06,0.0899,0.973,128.609,4,256.493
4pZ6mxFGCEGOa9YWrj4IEn,0.688,0.848,0,-6.646,1,0.041,0.145,7.43e-05,0.0666,0.915,94.5,4,295.307
0NM9HRt5wGw6qNjdzOAwuO,0.84,0.75,4,-6.14,1,0.0318,0.496,0.011,0.222,0.97,107.259,4,199.467
5TKUT5WFNyR60ELrdHnus1,0.407,0.47,4,-11.036,1,0.0239,0.0332,0.209,0.16,0.291,77.955,4,294.707
6Cavzc1aohDlGK0L85C93b,0.703,0.718,7,-9.176,1,0.0626,0.0135,0.0028,0.0902,0.522,94.544,4,260.827
6BQNJ0JFKh8sWjQLI6Zudi,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,4,234.867
1rwGdnrtWnPYBipRrjnzEm,0.512,0.56,1,-10.429,1,0.0412,0.00156,0.000168,0.646,0.551,87.277,4,197.44
0QHErs3Ufy5s8VlnrhqAyn,0.493,0.627,9,-9.554,1,0.0443,0.73,4.69e-06,0.153,0.829,117.035,4,212.093
65g9SkQ9QzmAN7gPM3oJmf,0.526,0.397,0,-11.028,1,0.0414,0.375,0.0,0.0905,0.38,75.47,4,259.773
6J1NKcC7xlbz5yrATZZ1X0,0.355,0.183,9,-18.867,1,0.0302,0.131,0.0,0.0958,0.251,147.188,3,233.36
1zBaC0k70VeGQqrMZ1pukr,0.537,0.0651,2,-14.272,0,0.0461,0.69,2.1e-05,0.123,0.234,133.567,3,321.867
5NaQy7Cp370fpi9b509XDM,0.595,0.598,2,-8.974,1,0.0311,0.642,0.00263,0.279,0.958,113.451,4,206.867
6viBg2px3dEJT2Og2K7yA0,0.555,0.603,9,-9.317,1,0.0551,0.515,0.0,0.288,0.792,118.438,4,174.107
72so4bLNnX2CDwNAMvScaB,0.396,0.505,1,-9.335,1,0.0573,0.325,0.0,0.074,0.841,172.333,3,198.467
33uoWZxPz0JytHIY08GXXU,0.57,0.425,11,-11.09,1,0.0284,0.789,0.00418,0.0984,0.924,85.3,4,203.213
4hHbeIIKO5Y5uLyIEbY9Gn,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,4,199.093
3aEJMh1cXKEjgh52claxQp,0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,4,223.76
3BTsv0FthgmDwyKlYShwJF,0.481,0.242,0,-11.81,1,0.0373,0.493,0.0,0.137,0.389,116.342,4,173.24
2drbAkZsG7PSe1eVT5kRvy,0.404,0.343,7,-9.581,1,0.0343,0.815,0.0,0.138,0.383,145.132,4,203.437
29dv19bUNLxFicvEr4kf5Q,0.197,0.355,3,-9.136,1,0.0374,0.822,0.000566,0.15,0.115,90.554,4,343.667
1cApo5IeHOea0dD3Cs3QMB,0.665,0.704,5,-9.256,0,0.0428,0.000907,0.00262,0.0716,0.252,126.737,4,270.013
7l2Lr1BQzJ3iFS2ilSxt0g,0.55,0.484,2,-9.507,1,0.0282,0.27,0.0,0.0736,0.373,78.049,4,226.867
5R1UdeUwtlQGokuBYfMtVZ,0.161,0.066,3,-21.774,1,0.0385,0.899,0.803,0.259,0.2,132.984,4,224.293
0wZuvGn7nZbKoyKOlwZQMF,0.556,0.345,7,-11.176,1,0.0264,0.741,0.0061,0.103,0.245,139.53,4,177.427
76TpWFiK5YCgw1hy26DWZp,0.468,0.833,4,-5.847,1,0.0324,0.00654,0.000332,0.326,0.884,131.248,4,264.413
7ykaUgkdQWJLsMuOymTV2A,0.607,0.755,7,-6.886,1,0.0317,0.219,0.00399,0.082,0.867,116.119,4,210.72
3S574gsoQJl826YjsuRqSr,0.537,0.639,2,-7.901,1,0.0278,0.0319,0.00527,0.109,0.806,136.718,4,171.693
1Ifka4pq7ruw9DO15hk9ni,0.445,0.444,1,-9.661,1,0.0246,0.464,0.00558,0.124,0.222,71.629,4,217.747
6QLFNz62dpOgQTloWuUbNh,0.513,0.569,9,-8.278,1,0.029,0.468,0.00134,0.111,0.441,122.676,4,226.867
1P5Z1wuraE6vHsr1oLlnQw,0.26,0.773,0,-8.308,1,0.0427,0.0557,0.904,0.125,0.215,168.2,4,673.72
4XMRt4xFqLzGs4wDKkSSeu,0.373,0.57,5,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,4,215.693
2iANTPb9klNNmCj028BpSO,0.455,0.315,11,-12.006,1,0.0279,0.784,0.000155,0.14,0.239,127.006,4,231.36
1X01R4emI2PJHJFHTE3xV6,0.39,0.486,10,-9.612,1,0.0291,0.27,0.000485,0.0772,0.273,123.402,3,247.773
1T01BrKrtYSifByqQIWMB8,0.508,0.789,6,-9.051,1,0.0282,0.0164,0.0127,0.102,0.891,136.022,4,223.493
04TEY5xLEeu9NOcY2E6UVh,0.458,0.383,2,-11.475,0,0.0276,0.098,0.0599,0.0835,0.237,129.566,4,333.08
0c9KJWGOMroYUMVr5Xx5Qu,0.522,0.521,7,-10.771,0,0.0287,0.00665,0.0189,0.175,0.448,115.942,4,253.28
4a0QzYYHNxa3Y6ACpbpa1G,0.454,0.258,2,-15.532,1,0.0306,0.645,0.755,0.0866,0.174,124.732,4,240.027
13D1n0jyyJoLDjcmFvfS5W,0.576,0.924,2,-4.431,1,0.0739,0.374,0.0,0.299,0.756,161.485,4,231.56
3dRafF3mJEGCxVaONlh4h2,0.625,0.685,7,-7.1,1,0.0295,0.299,0.0,0.0435,0.91,138.502,4,216.067
5fIrBv7PrI2MBcktQOcmpI,0.546,0.631,8,-5.757,1,0.0283,0.25,0.0,0.123,0.569,129.556,4,178.147
0Se1ajfYEa51gkPKV5UgLV,0.62,0.807,1,-5.526,0,0.032,0.00496,0.00243,0.162,0.529,75.979,4,195.32
1jvoeTYt8usIxGWQUSzEyz,0.589,0.669,0,-4.835,1,0.0253,0.0505,0.0,0.131,0.421,92.06,4,225.333
2CWYATyxjd8tOsXdyuRWUv,0.486,0.592,7,-5.176,1,0.0298,0.00174,0.00114,0.0935,0.329,113.228,4,213.267
3dbywb1zxwI3h1m9o304eY,0.504,0.901,11,-3.776,1,0.0491,0.000807,0.0,0.0839,0.755,132.729,4,238.333
0QXSKayRWtfxMKHJxVurkZ,0.493,0.879,6,-4.029,1,0.0326,0.00852,0.0,0.253,0.63,177.937,4,214.72
5TwHsJUggwl7XFDv23ihSq,0.433,0.868,0,-3.03,1,0.0422,0.00127,2.87e-06,0.132,0.41,139.896,4,236.267
2XSvamPswjo4aX601nMfd5,0.327,0.982,11,-3.592,1,0.114,0.000737,4.66e-06,0.954,0.356,157.403,4,211.107
5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,4,262.333
5tqSUxm3Wpql0dlLMrIAp1,0.416,0.995,10,-5.376,0,0.119,0.000164,0.0902,0.34,0.33,112.014,4,185.573
4JiEyzf0Md7KEFFGWDDdCr,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,336.0
2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,4,283.733
2seAsYG2FiexpXj8UhG9Zk,0.374,0.97,1,-7.324,1,0.0595,0.037,0.212,0.29,0.309,152.183,4,205.6
67q0QsfLcTa2SqhP2wQbia,0.615,0.902,1,-7.232,1,0.0331,0.464,2.44e-05,0.15,0.909,135.46,4,192.667
4sQdW03IQh3tsZeBELdt5G,0.507,0.851,4,-5.995,1,0.0386,0.0612,0.157,0.371,0.587,98.061,4,199.187
2RUGdg80MApSer2rx7JrZr,0.571,0.816,6,-5.441,0,0.0461,0.219,0.136,0.357,0.921,134.277,4,152.827
1fbK6qvv0PghESZsg0Kasi,0.266,0.884,7,-4.03,1,0.0648,0.0133,0.913,0.0846,0.495,110.468,4,193.293
5xx86iI1KjBEkw2AbQmu2r,0.435,0.938,5,-3.674,0,0.141,0.276,0.000626,0.22,0.652,138.528,4,213.48
11tIPf6hU1RF5Z3gm2o2rU,0.409,0.331,1,-15.47,1,0.219,0.565,0.00199,0.0896,0.198,56.048,5,115.28
2YtVzmZzew1ILUdNueyWd7,0.643,0.697,8,-7.192,1,0.0568,0.203,0.00525,0.15,0.824,116.395,4,182.547
0NWPxcsf5vdjdiFUI8NgkP,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,4,210.16
2AxCeJ6PSsBYiTckM0HLY7,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,4,313.373
1HbOlAS9kF9d5j7WNQbin9,0.463,0.471,8,-12.843,1,0.045,0.277,0.0466,0.0988,0.766,154.463,4,457.6
0M20QgasBjsz0XLgkkOo0C,0.284,0.902,1,-8.721,1,0.0998,0.00131,0.559,0.134,0.308,81.161,4,500.813
7aAholeRCIGZD1QhHYKDDq,0.632,0.76,8,-7.747,0,0.035,0.651,0.000328,0.113,0.747,110.227,4,213.933
6ooxzFS76CKSy4eVF5jiSM,0.591,0.829,10,-8.398,0,0.0341,0.044,0.00214,0.131,0.626,113.797,4,242.493
2pg0Bg05oairP31CtpbIji,0.64,0.355,1,-11.894,1,0.0448,0.258,0.738,0.0971,0.143,68.196,4,219.573
5IAQMk5kTyapufseqmvwjm,0.509,0.455,1,-13.768,1,0.0401,0.264,0.2,0.107,0.55,81.435,4,364.627
1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,4,145.747
0GGxVTb0UwDwdaKNjBdCn3,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,4,212.933
3QmUhaY5KZiOuaUH8H71LG,0.409,0.833,4,-9.994,0,0.0397,0.292,0.158,0.161,0.428,132.233,4,253.267
7kipZd4tWx6Mu8kBgB2Z2r,0.64,0.269,4,-13.435,0,0.0388,0.231,0.00276,0.116,0.178,112.801,3,252.773
752R2h0nzGsAacpFoXRKNB,0.644,0.436,2,-10.14,1,0.0405,0.537,0.0,0.199,0.632,111.874,4,230.133
5Y2TIMXDuEhltqcJMklcPb,0.558,0.791,5,-8.84,1,0.036,0.118,0.0106,0.096,0.796,133.538,4,194.212
4IJovoHQkKgwmH9SzAKcB8,0.812,0.663,2,-10.843,1,0.0334,0.0254,0.033,0.141,0.182,89.427,4,272.96
28cnXtME493VX9NOw9cIUh,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,216.533
0YoAVHXeEPPzZxK0xPQqYn,0.687,0.59,5,-5.204,1,0.0367,0.0889,0.000173,0.171,0.653,136.232,4,190.76
1TdOEH6r0TM77PVthZn65m,0.449,0.493,4,-10.828,0,0.0376,0.018,0.0,0.16,0.558,157.944,3,231.173
0fg3D6ZjhwL7JeDlvWLFbX,0.552,0.606,6,-6.077,0,0.0321,0.0857,8.55e-05,0.0864,0.962,123.907,4,255.4
7x4b0UccXSKBWxWmjcrG2T,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,4,124.933
0QwZfbw26QeUoIy82Z2jYp,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,4,166.267
5RPiBNQVmuEm7YlVVotrLa,0.328,0.575,7,-10.437,1,0.0439,0.351,0.000556,0.688,0.249,149.645,4,274.694
2idijP1bI3eqkU0gbVMdjU,0.529,0.452,2,-12.593,1,0.136,0.534,0.000151,0.301,0.539,78.196,3,282.721
3buvRn4CDX86EO9LHTITGn,0.381,0.734,2,-8.917,1,0.0933,0.0797,0.0469,0.173,0.565,96.614,4,254.068
1rxD34LAtkafrMUHqHIV76,0.345,0.461,9,-12.063,1,0.0645,0.479,0.0184,0.0993,0.171,96.346,4,259.741
78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,146.25
63jSSgwKQtEdOVRuj85GX7,0.399,0.463,5,-13.789,1,0.0592,0.376,0.0841,0.174,0.278,115.85,4,222.356
0D58ERdLBDRgT86BPnH8ps,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,4,295.387
2e61kmae4HhbuS9hYONQ0A,0.255,0.815,7,-8.197,1,0.0545,0.0747,0.471,0.227,0.699,144.549,4,329.094
0AqjkVFqa1ujle4Lb1k9wR,0.401,0.56,9,-8.7,1,0.0612,0.08,0.0121,0.361,0.735,88.256,4,271.397
5cgL1YdlGWR5KfncpAGFQk,0.476,0.666,9,-9.309,1,0.0346,0.297,0.103,0.0316,0.855,182.107,4,253.867
1NV6sCADgcLSW7DG7zSWlq,0.544,0.4,2,-12.504,1,0.0439,0.526,0.0378,0.0716,0.264,76.982,4,391.4
5EA85PEatJC4WCAN0c0U5j,0.517,0.687,2,-10.115,1,0.0288,0.142,0.0117,0.114,0.522,99.937,4,216.307
49u4hT2jJx1l4u5UeUFMZs,0.421,0.874,9,-9.702,1,0.038,0.297,0.0623,0.319,0.61,113.351,4,282.707
3t9Gt4luM1yDfKIljQdiFb,0.556,0.486,10,-12.037,1,0.0373,0.114,0.00544,0.0606,0.396,122.021,3,568.067
6mfu6jyFgvnXeTPQrYNs8d,0.814,0.683,1,-7.091,1,0.304,0.0596,1.92e-05,0.671,0.473,91.963,4,298.164
1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,4,342.68
22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,4,240.28
1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,4,218.627
3Y6bCKPrsrKRSo8sg6PuL3,0.709,0.674,7,-4.206,1,0.0769,0.113,1.35e-06,0.302,0.24,143.92,4,242.076
4fxz9qgPY0L2EWsbmj5N5j,0.475,0.547,3,-7.703,1,0.0603,0.769,0.00106,0.107,0.284,168.045,4,254.705
35skCNkwwEQIgJCSncfbBe,0.657,0.811,0,-7.224,1,0.0567,0.00559,0.00223,0.245,0.29,131.984,4,297.091
7utnsT1Zjty7H3sO46vpt8,0.593,0.724,9,-6.267,0,0.0849,0.0241,1.44e-06,0.191,0.323,154.941,4,224.038
49nBh3Wcv5gcNJrfHwtYGd,0.523,0.614,5,-10.309,0,0.0574,0.08,7.79e-05,0.141,0.802,152.557,4,251.293
0Cwnk0vMXniWkrgIvc49LI,0.472,0.56,2,-9.117,0,0.0276,0.455,2.63e-06,0.0921,0.734,175.959,4,227.293
271PfBUXOXoQCcBgvxTqSF,0.569,0.673,11,-12.955,1,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4,222.4
5c52g1CsyGTVaBktoGz5Rm,0.682,0.643,8,-13.87,1,0.0342,0.296,0.00225,0.328,0.856,99.702,4,204.4
77fMGCDb1e3KEd060YEpyS,0.307,0.354,4,-15.855,1,0.0323,0.627,0.0102,0.21,0.239,81.562,4,255.493
7oOOI85fVQvVnK5ynNMdW7,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,220.627
78XG7U0UueeC86XpzF9O7f,0.809,0.892,0,-11.443,1,0.0437,0.0629,0.344,0.0334,0.89,124.435,4,277.64
6aCs8gCrp4yrwvw7ylhau2,0.847,0.709,1,-11.343,1,0.0335,0.213,0.000252,0.0473,0.961,116.458,4,221.027
1hu2s7qkm5bo03eODpRQO3,0.842,0.872,9,-8.234,1,0.0455,0.0259,0.419,0.0573,0.906,122.111,4,363.4
6XYbMGvtl6tlPoGWaiH7EY,0.843,0.483,11,-10.288,0,0.095,0.0848,7.63e-06,0.0741,0.665,109.588,4,260.667
3BovdzfaX4jb5KFQwoPfAw,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,4,258.4
2gSNBigeWMVtY3QBIvPAEc,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,4,247.36
6pJSulm9EBmsYGnp3uaEFl,0.85,0.957,4,-3.991,1,0.113,0.393,0.00292,0.0764,0.609,123.589,4,280.36
2EI8uljBPaI23VUr2tv4eS,0.884,0.96,2,-4.613,1,0.0721,0.0487,0.0227,0.271,0.617,116.273,4,338.173
3u4RKvwDT3CKeYbjxqXEye,0.943,0.708,10,-4.686,1,0.116,0.025,2.34e-05,0.0846,0.581,112.958,4,417.733
66w5OYw2ja8lnmaA3Ns0PU,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,281.16
15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,261.093
1Ic9pKxGSJGM0LKeqf6lGe,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,4,233.173
2vfCSwToh0Am0O4zgHXfn7,0.538,0.51,8,-13.192,1,0.102,0.726,0.0187,0.205,0.262,72.471,4,206.16
0jvN7eQJJt4nxQzgQfZ1SP,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,4,242.893
1aaaHwwvY2ZpQm8zZ0OuXg,0.562,0.182,0,-12.164,1,0.0347,0.757,0.0,0.0998,0.596,135.48,4,166.267
49weq07ZXk51Is4xskOKem,0.689,0.697,9,-8.94,1,0.0289,0.23,1.68e-05,0.0614,0.959,114.434,4,179.0
79RUMZfMNMpqZnswovvTqv,0.412,0.844,2,-5.613,1,0.037,0.00214,0.0,0.134,0.459,174.452,4,258.907
726Bm6HoMMOwrJlxqbfO45,0.107,0.834,9,-3.372,0,0.045,2.4e-05,1.62e-05,0.36,0.189,86.446,4,276.667
5Gn6OUwKCumepPbxMKqvLX,0.408,0.648,2,-5.029,1,0.0269,0.0264,0.00222,0.102,0.114,145.923,4,294.893
0goZr16jDmj8QNWDTvOO27,0.422,0.846,0,-4.426,1,0.0364,0.0574,2.69e-06,0.0798,0.192,81.048,4,288.64
3n2ujlr3mCscnFFpepXAIy,0.532,0.913,4,-3.098,1,0.0443,0.173,0.0,0.547,0.457,125.537,4,220.533
1cmSdSId6MDQ6JSjbTisHG,0.593,0.88,9,-2.113,0,0.0311,0.0494,0.0,0.106,0.588,109.9,4,219.827
5Dkk5FxeipGN7HmY5i4Uq5,0.409,0.86,2,-5.635,1,0.0338,0.0116,9.76e-05,0.216,0.63,84.203,4,280.693
1hFQbot8ooII597Rh1nHYc,0.381,0.447,9,-13.348,1,0.0344,0.356,2.17e-05,0.141,0.33,130.54,3,165.947
4xHWH1jwV5j4mBYRhxPbwZ,0.355,0.447,9,-13.631,1,0.0894,0.453,0.00225,0.163,0.369,122.473,4,422.853
6O5w78nzFazfs1W8DQHMeQ,0.517,0.628,4,-8.17,1,0.0311,0.126,2.67e-05,0.122,0.37,104.342,4,261.48
4ZhPXTpqp3NojMWsNHGnSd,0.615,0.487,11,-16.615,0,0.0335,0.0324,0.176,0.718,0.5,95.502,4,209.787
0WYgwytKjOkmwOdmIehpDF,0.462,0.337,5,-11.105,1,0.0332,0.798,0.0009,0.103,0.1,57.924,4,287.027
5mLqzw5DrimhI3qpnaKd7M,0.297,0.561,2,-8.266,1,0.0326,0.292,1.98e-06,0.0752,0.234,132.548,4,176.707
5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,4,242.667
62uLNJgVZaFiEiKV4LpoYJ,0.514,0.34,0,-12.779,1,0.0537,0.00142,0.0173,0.213,0.269,145.992,4,300.827
1V15l05snHYHYVxerjMFGo,0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,4,299.04
0yJvWbn8xQKiDZ84VN5lQG,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,4,247.293
4EkNINvDLeGgIL4zYGsYPb,0.727,0.627,2,-11.7,1,0.0633,0.0566,0.003,0.0779,0.773,109.603,4,255.213
3PfBnnkOf0LbCw2jixUCQG,0.736,0.75,11,-11.273,0,0.106,0.0287,0.19,0.0518,0.883,90.751,4,265.093
5u8Dwz4h41DDOKfeFfexMR,0.573,0.396,10,-10.927,1,0.031,0.425,0.267,0.0934,0.149,120.308,4,224.2
3GxrZ6x69R5oITD63MvPVB,0.429,0.908,9,-9.686,1,0.055,0.0579,0.00419,0.645,0.62,169.826,4,186.16
5jSz894ljfWE0IcHBSM39i,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,4,215.173
70Ukvwcp6LkgfRiuUhGV7l,0.519,0.563,11,-5.04,1,0.0364,0.0952,7.02e-05,0.0895,0.345,124.02,4,280.743
403oiKw757eJnbDKPSjhHV,0.775,0.676,5,-10.582,0,0.042,0.0228,0.0,0.0631,0.646,129.948,4,200.68
1i4WFRB8MziPmNZYdpZwhL,0.535,0.742,1,-8.554,1,0.0302,0.00592,0.000188,0.0658,0.612,140.469,4,231.893
2soBvUQBf5rbMj9HIyhzzK,0.751,0.776,2,-9.901,1,0.074,0.0135,0.000928,0.698,0.66,137.931,4,264.4
5I9zIwGB6f0edpjO5oX2b9,0.824,0.739,0,-7.198,1,0.0602,0.24,1.43e-06,0.0866,0.954,139.344,4,275.293
0Uy8lcDHiPDicBQ7rnDgcK,0.386,0.881,7,-5.045,1,0.0922,0.0327,0.0,0.296,0.267,81.397,4,213.827
4kmGRW1BgoKendL6V7cz29,0.295,0.712,0,-4.246,1,0.0301,0.00125,2.25e-05,0.224,0.366,130.139,3,187.76
3N25RDKNufh7Sz8v7fwtUP,0.442,0.736,9,-9.546,1,0.0744,0.257,7.31e-05,0.157,0.597,134.21,4,227.467
72blnwOzPWQ3sQAD7Niw2X,0.339,0.286,9,-12.334,1,0.0344,0.752,2.71e-05,0.085,0.192,93.013,4,249.213
6PT7wUJefYPEU1lX1lcLRJ,0.339,0.286,9,-12.334,1,0.0344,0.752,2.71e-05,0.085,0.192,93.013,4,249.213
385Urz8Qa8CIcK9tl3SA8g,0.35,0.845,4,-12.339,0,0.2,0.0424,0.000622,0.111,0.421,135.252,4,342.88
3G0FqZoEi8Za1oEXdGYcNG,0.3,0.547,2,-10.124,0,0.0333,0.409,0.00613,0.134,0.247,95.663,4,248.28
6wSIhcotMYMwAwcO21uZCl,0.217,0.784,2,-7.202,1,0.153,0.00252,0.0775,0.195,0.27,79.181,4,383.907
